year,game_code,Your Team,a_name_conference,a_result,a_points,a_rush,a_offense_rush_yards,a_defense_rush_yards,a_offense_pass_yards,a_defense_pass_yards,a_pass,a_incomplete_pass,a_penalty,a_penalty_yards,visit_date,stadium_name,city,state,capacity,surface,surfaceint,year_opened
2013,6.94E+14,Tennessee                                         ,Southeastern Conference                                                    ,0,7,13,54,186,-8,183,11,7,4,19,9/21/2013,Ben Hill Griffin Stadium at Florida Field                                  ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930
2013,7.09E+14,Toledo                                            ,Mid-American Conference                                                    ,1,21,15,80,153,98,193,14,5,1,5,9/21/2013,Kelly/Shorts Stadium                                                       ,Mount Pleasant                                                             ,MI,30199,FieldTurf                ,0,1972
2013,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,0,7,8,41,67,110,103,21,10,4,38,9/21/2013,LA Coliseum                                                                ,Los Angeles                                                                ,CA,92000,Grass                    ,1,1923
2013,7.32E+14,BYU                                               ,Independent                                                                ,0,0,21,71,101,146,182,22,13,4,20,9/21/2013,LaVell Edwards Stadium                                                     ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2013,7.36E+14,Massachusetts                                     ,Mid-American Conference                                                    ,0,7,15,61,-29,109,102,21,4,3,20,9/21/2013,Gillette Stadium                                                           ,Foxborough                                                                 ,MA,68756,FieldTurf                ,0,2002
2013,3.11E+14,Tulsa                                             ,Conference USA                                                             ,0,14,18,19,100,115,139,18,6,3,25,9/26/2013,Skelly Stadium                                                             ,Tulsa                                                                      ,OK,40385,FieldTurf                ,0,1930
2013,7.42E+14,Virginia Tech                                     ,Atlantic Coast Conference                                                  ,1,14,12,29,108,146,20,13,2,6,30,9/26/2013,Bobby Dodd Stadium                                                         ,Atlanta                                                                    ,GA,55000,Grass                    ,1,1913
2013,4.19E+14,BYU                                               ,Independent                                                                ,1,23,24,-4,96,96,42,9,1,6,45,9/27/2013,LaVell Edwards Stadium                                                     ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2013,5.01E+12,Akron                                             ,Mid-American Conference                                                    ,0,14,15,61,82,137,73,23,8,2,23,9/28/2013,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2013,2.91E+13,Washington                                        ,Pac-12/Pac-10 Conference                                                   ,1,11,29,121,124,-6,80,12,6,1,5,9/28/2013,CenturyLink Field                                                          ,Seattle                                                                    ,WA,67000,FieldTurf                ,0,2002
2013,3.00E+13,Arkansas State                                    ,Sun Belt Conference                                                        ,0,13,27,95,88,224,125,24,5,1,0,9/28/2013,Faurot Field                                                               ,Columbia                                                                   ,MO,62000,FieldTurf                ,0,1927
2013,2.29E+14,Florida Atlantic                                  ,Conference USA                                                             ,0,7,12,33,123,136,52,18,10,1,10,9/28/2013,Rice Stadium                                                               ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950
2013,2.34E+14,Boston College                                    ,Atlantic Coast Conference                                                  ,0,17,28,130,43,52,208,7,2,2,5,9/28/2013,Alumni Stadium                                                             ,Chestnut Hill                                                              ,MA,44500,FieldTurf                ,0,1957
2013,2.35E+14,Kentucky                                          ,Southeastern Conference                                                    ,0,7,11,64,127,17,132,13,3,2,10,9/28/2013,Commonwealth Stadium                                                       ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973
2013,2.88E+14,Houston                                           ,Big East Conference/American Athletic                                      ,1,21,17,76,53,133,180,19,7,4,42,9/28/2013,Alamodome                                                                  ,San Antonio                                                                ,TX,65000,AstroTurf                ,0,1993
2013,3.31E+14,Kent State                                        ,Mid-American Conference                                                    ,1,15,22,176,56,26,43,13,4,5,50,9/28/2013,Waldo Stadium                                                              ,Kalamazoo                                                                  ,MI,30200,FieldTurf                ,0,1937
2013,3.65E+14,LSU                                               ,Southeastern Conference                                                    ,0,17,14,15,140,136,186,15,5,2,10,9/28/2013,Sanford Stadium                                                            ,Athens                                                                     ,GA,92746,Grass                    ,1,1929
2013,4.33E+14,Alabama                                           ,Southeastern Conference                                                    ,1,6,15,36,-37,150,75,23,4,1,4,9/28/2013,Bryant-Denny Stadium                                                       ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929
2013,4.65E+14,UNLV                                              ,Mountain West Conference                                                   ,1,35,13,105,385,205,73,15,4,2,10,9/28/2013,University Stadium                                                         ,Albuquerque                                                                ,NM,40000,Grass                    ,1,1960
2013,5.21E+14,West Virginia                                     ,Big 12 Conference                                                          ,1,24,15,7,117,146,247,24,9,6,62,9/28/2013,Mountaineer Field                                                          ,Morgantown                                                                 ,WV,63500,FieldTurf                ,0,1980
2013,5.22E+14,Oklahoma                                          ,Big 12 Conference                                                          ,1,21,14,86,113,99,88,16,4,4,40,9/28/2013,Notre Dame Stadium                                                         ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2013,6.48E+14,South Carolina                                    ,Southeastern Conference                                                    ,1,0,11,17,57,101,99,23,12,3,20,9/28/2013,Bright House Networks Stadium                                              ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007
2013,6.74E+14,Washington State                                  ,Pac-12/Pac-10 Conference                                                   ,0,3,5,12,89,142,151,26,11,6,42,9/28/2013,CenturyLink Field                                                          ,Seattle                                                                    ,WA,67000,FieldTurf                ,0,2002
2013,6.90E+14,Idaho                                             ,Independent                                                                ,1,17,17,80,31,201,83,25,10,3,15,9/28/2013,Kibbie Dome                                                                ,Moscow                                                                     ,ID,15820,AstroTurf                ,0,1975
2013,6.97E+14,Arkansas                                          ,Southeastern Conference                                                    ,0,17,17,103,109,162,188,18,8,3,20,9/28/2013,Donald W. Reynolds Razorback Stadium                                       ,Fayetteville                                                               ,AR,72000,Sportexe PowerBlade      ,0,1938
2013,7.09E+14,Toledo                                            ,Mid-American Conference                                                    ,0,10,10,33,136,68,176,18,6,0,0,9/28/2013,Scheumann Stadium                                                          ,Munice                                                                     ,IN,22500,FieldTurf                ,0,1967
2013,7.16E+14,Troy                                              ,Sun Belt Conference                                                        ,0,21,26,85,118,181,200,25,9,1,10,9/28/2013,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2013,7.18E+14,Tulane                                            ,Conference USA                                                             ,1,10,25,128,15,51,66,11,6,5,38,9/28/2013,Malone Stadium                                                             ,Monroe                                                                     ,LA,30427,ProPlay                  ,0,1978
2013,7.26E+14,Navy                                              ,Independent                                                                ,0,7,23,45,72,20,135,4,2,4,20,9/28/2013,L.T. Smith Stadium                                                         ,Bowling Green                                                              ,KY,17500,AstroPlay                ,0,1968
2013,7.46E+14,Virginia                                          ,Atlantic Coast Conference                                                  ,0,0,23,59,24,-10,120,9,5,1,5,9/28/2013,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2013,7.96E+14,Ohio State                                        ,Big Ten Conference                                                         ,1,24,16,107,50,153,204,17,6,5,40,9/28/2013,Ohio Stadium                                                               ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922
2013,8.11E+14,Texas State                                       ,Sun Belt Conference                                                        ,1,14,17,101,18,50,164,12,3,1,5,9/28/2013,Bobcat Stadium                                                             ,San Marcos                                                                 ,TX,30000,FieldTurf                ,0,1981
2013,1.10E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,0,17,15,64,88,130,176,17,5,5,35,10/3/2013,Rice Eccles Stadium                                                        ,Salt Lake City                                                             ,UT,45017,FieldTurf                ,0,1927
2013,7.03E+14,Texas                                             ,Big 12 Conference                                                          ,1,16,10,55,164,125,115,19,8,1,15,10/3/2013,Trice Stadium                                                              ,Ames                                                                       ,IA,50000,Grass                    ,1,1975
2013,7.72E+14,Louisiana-Monroe                                  ,Sun Belt Conference                                                        ,0,10,21,101,70,106,181,15,6,4,15,10/3/2013,Malone Stadium                                                             ,Monroe                                                                     ,LA,30427,ProPlay                  ,0,1978
2013,7.71E+13,BYU                                               ,Independent                                                                ,1,17,22,141,113,111,144,18,9,1,15,10/4/2013,Romney Stadium                                                             ,Logan                                                                      ,UT,30257,SportsTurf               ,0,1968
2013,2.81E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,0,13,12,50,51,157,188,21,5,5,34,10/5/2013,Cowboys Stadium                                                            ,Arlington                                                                  ,TX,80000,SoftTop Turf System      ,0,2009
2013,3.10E+13,Florida                                           ,Southeastern Conference                                                    ,1,17,18,48,144,109,102,13,6,3,10,10/5/2013,Ben Hill Griffin Stadium at Florida Field                                  ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930
2013,4.71E+13,Ball State                                        ,Mid-American Conference                                                    ,1,17,14,38,91,221,140,26,9,5,30,10/5/2013,Scott Stadium                                                              ,Charlottesville                                                            ,VA,60000,Grass                    ,1,1931
2013,1.28E+14,Memphis                                           ,Big East Conference/American Athletic                                      ,0,7,13,29,57,107,10,20,8,5,41,10/5/2013,Liberty Bowl                                                               ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965
2013,1.29E+14,Central Michigan                                  ,Mid-American Conference                                                    ,1,7,14,49,174,6,70,11,7,4,29,10/5/2013,Fred C. Yager Stadium                                                      ,Oxford                                                                     ,OH,30012,FieldTurf                ,0,1983
2013,1.40E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,0,6,12,22,135,217,68,16,5,2,10,10/5/2013,Raymond James Stadium                                                      ,Tampa                                                                      ,FL,41441,Grass                    ,1,1998
2013,1.96E+14,Middle Tennessee                                  ,Conference USA                                                             ,0,10,22,62,114,91,155,23,5,1,0,10/5/2013,Floyd Stadium                                                              ,Murfreesboro                                                               ,TN,30788,AstroTurf                ,0,1998
2013,2.29E+14,UAB                                               ,Conference USA                                                             ,0,13,13,22,114,145,150,14,5,0,0,10/5/2013,Legion Field                                                               ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927
2013,2.31E+14,Southern Mississippi                              ,Conference USA                                                             ,0,16,16,81,84,168,-23,22,6,3,25,10/5/2013,Roberts Stadium                                                            ,Hattiesburg                                                                ,MS,33000,Sportexe Momentum        ,0,1976
2013,3.66E+14,Louisiana Tech                                    ,Conference USA                                                             ,1,24,26,166,71,89,138,15,6,1,15,10/5/2013,Sun Bowl                                                                   ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963
2013,4.00E+14,Massachusetts                                     ,Mid-American Conference                                                    ,0,0,11,106,142,14,106,13,10,1,10,10/5/2013,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2013,4.16E+14,Michigan State                                    ,Big Ten Conference                                                         ,1,10,17,5,18,150,190,22,9,0,0,10/5/2013,Kinnick Stadium                                                            ,Iowa City                                                                  ,IA,70000,FieldTurf                ,0,1929
2013,4.28E+14,Michigan State                                    ,Big Ten Conference                                                         ,1,7,15,12,92,42,18,11,5,2,8,10/5/2013,Michigan Stadium                                                           ,Ann Arbor                                                                  ,MI,107501,FieldTurf                ,0,1927
2013,4.33E+14,Auburn                                            ,Southeastern Conference                                                    ,1,20,17,132,80,49,172,9,4,2,15,10/5/2013,Jordan-Hare Stadium                                                        ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939
2013,4.57E+14,North Carolina                                    ,Atlantic Coast Conference                                                  ,0,7,18,36,47,124,221,14,6,4,19,10/5/2013,Lane Stadium                                                               ,Blacksburg                                                                 ,VA,66233,Grass                    ,1,1965
2013,4.90E+14,North Carolina State                              ,Atlantic Coast Conference                                                  ,0,10,15,86,37,93,181,18,6,2,8,10/5/2013,Groves Stadium                                                             ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968
2013,5.03E+14,Northern Illinois                                 ,Mid-American Conference                                                    ,1,21,30,202,87,99,143,23,10,2,10,10/5/2013,Dix Stadium                                                                ,Kent                                                                       ,OH,29287,FieldTurf                ,0,1969
2013,5.18E+14,Northwestern                                      ,Big Ten Conference                                                         ,0,20,22,68,200,141,90,13,2,0,0,10/5/2013,Ryan Field                                                                 ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926
2013,5.87E+14,Rutgers                                           ,Big East Conference/American Athletic                                      ,0,21,20,50,114,72,121,12,4,1,10,10/5/2013,Gerald Ford Stadium                                                        ,Dallas                                                                     ,TX,32000,A-Turf                   ,0,2000
2013,6.30E+14,Hawai'i                                           ,Mountain West Conference                                                   ,0,14,25,67,115,90,204,21,9,2,10,10/5/2013,Aloha Stadium                                                              ,Honolulu                                                                   ,HI,50000,FieldTurf                ,0,1975
2013,6.46E+14,South Alabama                                     ,Sun Belt Conference                                                        ,0,7,22,4,10,159,165,19,6,2,20,10/5/2013,Movie Gallery Veterans Stadium                                             ,Troy                                                                       ,AL,30000,AstroPlay                ,0,1950
2013,6.98E+14,Oklahoma                                          ,Big 12 Conference                                                          ,1,10,23,78,-1,119,17,20,4,1,5,10/5/2013,Memorial Stadium at Owen Field                                             ,Norman                                                                     ,OK,81207,Grass                    ,1,1923
2013,7.00E+14,Kansas                                            ,Big 12 Conference                                                          ,0,10,11,73,95,136,205,20,7,4,26,10/5/2013,Memorial Stadium                                                           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921
2013,7.25E+14,Boston College                                    ,Atlantic Coast Conference                                                  ,1,28,14,136,162,138,98,8,2,0,0,10/5/2013,Alumni Stadium                                                             ,Chestnut Hill                                                              ,MA,44500,FieldTurf                ,0,1957
2013,7.56E+14,Washington                                        ,Pac-12/Pac-10 Conference                                                   ,0,7,18,51,119,129,-12,16,3,3,11,10/5/2013,Stanford Stadium                                                           ,Stanford                                                                   ,CA,50000,Grass                    ,1,1921
2013,5.87E+14,Louisville                                        ,Big East Conference/American Athletic                                      ,1,17,14,83,1,102,102,14,3,1,8,10/10/2013,Papa John's Cardinal Stadium                                               ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998
2013,6.26E+14,Air Force                                         ,Mountain West Conference                                                   ,0,7,28,126,19,39,75,3,2,3,15,10/10/2013,Falcon Stadium                                                             ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2013,6.90E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,1,28,21,106,125,131,209,22,7,5,60,10/11/2013,Nippert Stadium                                                            ,Cincinnati                                                                 ,OH,38000,FieldTurf                ,0,1916
2013,5.05E+12,Akron                                             ,Mid-American Conference                                                    ,0,14,16,14,105,155,131,21,10,1,5,10/12/2013,Huskie Stadium                                                             ,De Kalb                                                                    ,IL,30076,FieldTurf                ,0,1965
2013,9.02E+12,Florida International                             ,Conference USA                                                             ,0,16,18,51,99,153,162,22,11,4,22,10/12/2013,FIU Stadium                                                                ,Miami                                                                      ,FL,17000,AstroPlay                ,0,1995
2013,5.10E+13,Kansas State                                      ,Big 12 Conference                                                          ,0,10,26,94,47,50,245,10,5,3,5,10/12/2013,Bill Snyder Family                                                         ,Manhattan                                                                  ,KS,50300,FieldTurf                ,0,1968
2013,6.61E+13,Utah State                                        ,Mountain West Conference                                                   ,0,10,18,64,61,105,237,16,9,3,28,10/12/2013,Romney Stadium                                                             ,Logan                                                                      ,UT,30257,SportsTurf               ,0,1968
2013,6.70E+13,Boston College                                    ,Atlantic Coast Conference                                                  ,0,7,17,75,3,115,156,13,3,2,15,10/12/2013,Memorial Stadium                                                           ,Clemson                                                                    ,SC,86400,Grass                    ,1,1942
2013,7.10E+13,Bowling Green                                     ,Mid-American Conference                                                    ,0,10,12,99,189,86,167,14,7,4,25,10/12/2013,Davis Wade Stadium at Scott Field                                          ,Starkville                                                                 ,MS,55082,Grass                    ,1,1914
2013,8.61E+13,Western Michigan                                  ,Mid-American Conference                                                    ,0,0,13,48,111,91,42,22,8,3,39,10/12/2013,Waldo Stadium                                                              ,Kalamazoo                                                                  ,MI,30200,FieldTurf                ,0,1937
2013,1.07E+14,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,1,24,16,59,4,257,117,25,5,1,5,10/12/2013,Rose Bowl                                                                  ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2013,1.29E+14,Ohio                                              ,Mid-American Conference                                                    ,0,3,20,63,156,-2,40,20,5,5,34,10/12/2013,Peden Stadium                                                              ,Athens                                                                     ,OH,24000,FieldTurf                ,0,1929
2013,2.04E+14,Army                                              ,Independent                                                                ,1,22,27,209,118,26,88,4,1,0,0,10/12/2013,Michie Stadium                                                             ,West Point                                                                 ,NY,40000,AstroPlay                ,0,1924
2013,2.35E+14,Florida                                           ,Southeastern Conference                                                    ,0,3,19,52,40,42,117,9,5,3,25,10/12/2013,Tiger Stadium                                                              ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924
2013,2.55E+14,Georgia Tech                                      ,Atlantic Coast Conference                                                  ,0,13,24,115,115,89,213,13,9,4,20,10/12/2013,LaVell Edwards Stadium                                                     ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2013,3.88E+14,Florida Atlantic                                  ,Conference USA                                                             ,1,3,24,89,-27,68,111,18,10,2,10,10/12/2013,FAU Stadium                                                                ,Boca Raton                                                                 ,FL,30000,Grass                    ,1,2011
2013,4.04E+14,Houston                                           ,Big East Conference/American Athletic                                      ,1,10,10,-2,226,43,82,15,8,5,42,10/12/2013,BBVA Compass Stadium                                                       ,Houston                                                                    ,TX,22039,Grass                    ,1,2012
2013,4.14E+14,Massachusetts                                     ,Mid-American Conference                                                    ,1,7,20,60,80,21,11,24,9,0,0,10/12/2013,Gillette Stadium                                                           ,Foxborough                                                                 ,MA,68756,FieldTurf                ,0,2002
2013,4.18E+14,Penn State                                        ,Big Ten Conference                                                         ,0,21,16,73,62,61,196,15,5,1,5,10/12/2013,Beaver Stadium                                                             ,University Park                                                            ,PA,107282,Grass                    ,1,1960
2013,5.28E+14,Oregon State                                      ,Pac-12/Pac-10 Conference                                                   ,1,17,10,31,84,177,141,29,10,2,13,10/12/2013,Martin Stadium                                                             ,Pullman                                                                    ,WA,40000,FieldTurf                ,0,1972
2013,5.29E+14,Washington                                        ,Pac-12/Pac-10 Conference                                                   ,0,7,23,41,59,33,170,15,5,3,25,10/12/2013,CenturyLink Field                                                          ,Seattle                                                                    ,WA,67000,FieldTurf                ,0,2002
2013,5.45E+14,Virginia Tech                                     ,Atlantic Coast Conference                                                  ,1,10,14,28,9,131,104,17,7,3,14,10/12/2013,Lane Stadium                                                               ,Blacksburg                                                                 ,VA,66233,Grass                    ,1,1965
2013,5.74E+14,UTSA                                              ,Conference USA                                                             ,0,7,21,159,72,29,169,8,4,4,30,10/12/2013,Alamodome                                                                  ,San Antonio                                                                ,TX,65000,AstroTurf                ,0,1993
2013,6.30E+14,Colorado State                                    ,Mountain West Conference                                                   ,0,24,19,111,53,192,199,19,6,2,10,10/12/2013,Hughes Stadium                                                             ,Fort Collins                                                               ,CO,30000,FieldTurf                ,0,1963
2013,6.51E+14,South Florida                                     ,Big East Conference/American Athletic                                      ,1,10,16,87,214,129,51,19,13,2,15,10/12/2013,Rentschler Field                                                           ,Hartford                                                                   ,CT,40000,Grass                    ,1,2003
2013,6.74E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,21,22,127,99,134,107,19,8,4,18,10/12/2013,Rice Eccles Stadium                                                        ,Salt Lake City                                                             ,UT,45017,FieldTurf                ,0,1927
2013,6.88E+14,North Carolina State                              ,Atlantic Coast Conference                                                  ,0,7,22,60,120,-20,131,20,10,4,42,10/12/2013,Carter Finley Stadium                                                      ,Raleigh                                                                    ,NC,56800,Grass                    ,1,1966
2013,7.16E+14,Troy                                              ,Sun Belt Conference                                                        ,1,14,25,112,8,103,197,29,13,1,5,10/12/2013,Georgia Dome                                                               ,Atlanta                                                                    ,GA,71250,FieldTurf                ,0,1992
2013,7.26E+14,Navy                                              ,Independent                                                                ,0,7,29,82,9,81,155,8,4,0,0,10/12/2013,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2013,7.46E+14,Maryland                                          ,Atlantic Coast Conference                                                  ,1,14,14,23,117,218,156,17,7,2,18,10/12/2013,Byrd Stadium                                                               ,College Park                                                               ,MD,62000,Grass                    ,1,1950
2013,6.71E+14,Louisiana-Lafayette                               ,Sun Belt Conference                                                        ,1,13,16,45,81,25,237,7,5,3,15,10/15/2013,L.T. Smith Stadium                                                         ,Bowling Green                                                              ,KY,17500,AstroPlay                ,0,1968
2013,4.15E+14,Miami (Florida)                                   ,Atlantic Coast Conference                                                  ,1,13,17,107,57,103,180,21,12,2,6,10/17/2013,Kenan Stadium                                                              ,Chapel Hill                                                                ,NC,61836,Grass                    ,1,1927
2013,1.28E+14,Louisville                                        ,Big East Conference/American Athletic                                      ,0,14,10,29,71,120,30,19,3,3,26,10/18/2013,Papa John's Cardinal Stadium                                               ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998
2013,5.04E+12,Akron                                             ,Mid-American Conference                                                    ,1,7,16,31,61,41,47,22,4,0,0,10/19/2013,Fred C. Yager Stadium                                                      ,Oxford                                                                     ,OH,30012,FieldTurf                ,0,1983
2013,3.71E+13,Auburn                                            ,Southeastern Conference                                                    ,1,17,28,160,63,111,170,12,7,3,24,10/19/2013,Kyle Field                                                                 ,College Station                                                            ,TX,82600,Grass                    ,1,1929
2013,4.71E+13,Western Michigan                                  ,Mid-American Conference                                                    ,0,3,13,72,29,96,198,12,4,2,20,10/19/2013,Waldo Stadium                                                              ,Kalamazoo                                                                  ,MI,30200,FieldTurf                ,0,1937
2013,4.80E+13,Charleston So.                                    ,Big South                                                                  ,0,10,28,214,84,24,71,9,6,0,0,10/19/2013,Folsom Field                                                               ,Boulder                                                                    ,CO,53245,Grass                    ,1,1924
2013,7.70E+13,BYU                                               ,Independent                                                                ,1,31,35,174,47,269,297,29,6,2,20,10/19/2013,Reliant Stadium                                                            ,Houston                                                                    ,TX,69500,Grass                    ,1,2002
2013,1.10E+14,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,0,0,14,48,74,37,44,10,5,1,15,10/19/2013,Stanford Stadium                                                           ,Stanford                                                                   ,CA,50000,Grass                    ,1,1921
2013,2.35E+14,Florida                                           ,Southeastern Conference                                                    ,0,3,16,-8,62,61,131,12,5,2,10,10/19/2013,Faurot Field                                                               ,Columbia                                                                   ,MO,62000,FieldTurf                ,0,1927
2013,2.54E+14,Texas State                                       ,Sun Belt Conference                                                        ,1,10,18,148,77,-37,82,4,1,5,36,10/19/2013,Bobcat Stadium                                                             ,San Marcos                                                                 ,TX,30000,FieldTurf                ,0,1981
2013,2.57E+14,Georgia                                           ,Southeastern Conference                                                    ,0,24,21,95,54,55,189,12,6,2,10,10/19/2013,Vanderbilt Stadium                                                         ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922
2013,3.06E+14,Michigan                                          ,Big Ten Conference                                                         ,1,28,27,102,48,234,146,18,6,2,5,10/19/2013,Michigan Stadium                                                           ,Ann Arbor                                                                  ,MI,107501,FieldTurf                ,0,1927
2013,3.31E+14,South Alabama                                     ,Sun Belt Conference                                                        ,1,17,21,44,120,151,19,14,4,3,25,10/19/2013,Ladd-Peebles Stadium                                                       ,Mobile                                                                     ,AL,40646,FieldTurf                ,0,1948
2013,3.65E+14,LSU                                               ,Southeastern Conference                                                    ,0,0,19,76,50,-36,200,11,1,3,15,10/19/2013,Vaught-Hemingway Stadium                                                   ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915
2013,4.00E+14,Massachusetts                                     ,Mid-American Conference                                                    ,0,3,12,39,84,160,60,18,8,2,15,10/19/2013,UB Stadium                                                                 ,Buffalo                                                                    ,NY,31000,Sportexe Momentum        ,0,1993
2013,4.28E+14,Northwestern                                      ,Big Ten Conference                                                         ,0,7,18,85,59,72,82,15,6,2,10,10/19/2013,Ryan Field                                                                 ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926
2013,4.65E+14,UNLV                                              ,Mountain West Conference                                                   ,0,14,15,127,114,90,259,18,4,2,20,10/19/2013,Bulldog Stadium                                                            ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2013,4.97E+14,North Texas                                       ,Conference USA                                                             ,1,14,15,52,45,117,217,14,3,3,35,10/19/2013,Joe Aillet Stadium                                                         ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2013,5.03E+14,Central Michigan                                  ,Mid-American Conference                                                    ,0,14,12,31,65,175,50,19,7,2,20,10/19/2013,Kelly/Shorts Stadium                                                       ,Mount Pleasant                                                             ,MI,30199,FieldTurf                ,0,1972
2013,5.19E+14,Ohio                                              ,Mid-American Conference                                                    ,1,21,15,31,114,78,77,16,4,1,5,10/19/2013,Rynearson Stadium                                                          ,Ypsilanti                                                                  ,MI,30200,FieldTurf                ,0,1969
2013,5.22E+14,Kansas                                            ,Big 12 Conference                                                          ,0,13,25,152,32,15,130,7,3,3,30,10/19/2013,Memorial Stadium                                                           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921
2013,5.23E+14,Pittsburgh                                        ,Atlantic Coast Conference                                                  ,1,21,18,121,43,57,139,10,3,6,40,10/19/2013,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2013,6.48E+14,South Carolina                                    ,Southeastern Conference                                                    ,1,7,19,82,102,111,69,11,7,2,10,10/19/2013,Neyland Stadium                                                            ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921
2013,6.57E+14,USC                                               ,Pac-12/Pac-10 Conference                                                   ,0,10,19,127,3,94,155,16,7,2,8,10/19/2013,Notre Dame Stadium                                                         ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2013,7.00E+14,West Virginia                                     ,Big 12 Conference                                                          ,0,13,20,99,-54,102,215,23,10,3,45,10/19/2013,Mountaineer Field                                                          ,Morgantown                                                                 ,WV,63500,FieldTurf                ,0,1980
2013,7.32E+14,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,1,20,32,73,130,83,132,15,4,1,5,10/19/2013,Arizona Stadium                                                            ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929
2013,7.54E+14,Oregon                                            ,Pac-12/Pac-10 Conference                                                   ,1,34,22,300,5,209,163,23,5,0,0,10/19/2013,Autzen Stadium                                                             ,Eugene                                                                     ,OR,54000,FieldTurf                ,0,1967
2013,7.96E+14,Wisconsin                                         ,Big Ten Conference                                                         ,1,28,16,83,115,111,138,14,4,1,5,10/19/2013,Memorial Stadium                                                           ,Champaign                                                                  ,IL,70000,AstroPlay                ,0,1924
