year,game_code,Your Team,a_name_conference,a_result,a_points,a_rush,a_offense_rush_yards,a_defense_rush_yards,a_offense_pass_yards,a_defense_pass_yards,a_pass,a_incomplete_pass,a_penalty,a_penalty_yards,visit_date,stadium_name,city,state,capacity,surface,surfaceint,year_opened
2008,2.01E+14,Eastern Illinois                                  ,OVC                                                                        ,0,3,13,95,6,93,152,15,5,2,20,8/28/2008,Kelly/Shorts Stadium                                                       ,Mount Pleasant                                                             ,MI,30199,FieldTurf                ,0,1972
2008,4.90E+14,North Carolina State                              ,Atlantic Coast Conference                                                  ,0,0,18,146,23,-8,70,9,5,3,15,8/28/2008,Williams-Brice Stadium                                                     ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934
2008,5.28E+14,Oregon State                                      ,Pac-12/Pac-10 Conference                                                   ,0,17,12,48,122,166,71,18,8,3,30,8/28/2008,Stanford Stadium                                                           ,Stanford                                                                   ,CA,50000,Grass                    ,1,1921
2008,7.04E+14,Buffalo                                           ,Mid-American Conference                                                    ,1,21,18,102,88,142,113,12,5,0,0,8/28/2008,UB Stadium                                                                 ,Buffalo                                                                    ,NY,31000,Sportexe Momentum        ,0,1993
2008,7.16E+14,Troy                                              ,Sun Belt Conference                                                        ,1,17,16,84,44,46,138,8,3,0,0,8/28/2008,Floyd Stadium                                                              ,Murfreesboro                                                               ,TN,30788,AstroTurf                ,0,1998
2008,7.49E+14,Wake Forest                                       ,Atlantic Coast Conference                                                  ,1,20,22,63,75,138,35,24,6,1,5,8/28/2008,Floyd Casey Stadium                                                        ,Waco                                                                       ,TX,50000,Prestige System          ,0,1950
2008,5.08E+12,Akron                                             ,Mid-American Conference                                                    ,0,10,14,58,145,97,34,14,8,1,5,8/30/2008,Camp Randall Stadium                                                       ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917
2008,3.01E+13,Texas A&M                                         ,Southeastern Conference                                                    ,0,14,21,101,49,76,75,13,5,2,20,8/30/2008,Kyle Field                                                                 ,College Station                                                            ,TX,82600,Grass                    ,1,1929
2008,6.70E+13,Kent State                                        ,Mid-American Conference                                                    ,0,0,19,48,106,36,50,14,5,0,0,8/30/2008,Cleveland Browns Stadium                                                   ,Cleveland                                                                  ,OH,72300,Grass                    ,1,1999
2008,7.11E+13,Bowling Green                                     ,Mid-American Conference                                                    ,1,14,9,39,108,132,111,20,8,1,5,8/30/2008,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2008,9.01E+13,San Diego State                                   ,Mountain West Conference                                                   ,1,7,14,2,18,102,62,20,8,1,10,8/30/2008,Qualcomm Stadium                                                           ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2008,1.08E+14,UC Davis                                          ,Big Sky                                                                    ,0,10,15,39,3,105,96,18,6,2,10,8/30/2008,Spartan Stadium                                                            ,San Jose                                                                   ,CA,30000,Grass                    ,1,1933
2008,1.80E+14,Delaware                                          ,Colonial                                                                   ,0,0,19,70,133,38,106,9,3,2,20,8/30/2008,Byrd Stadium                                                               ,College Park                                                               ,MD,62000,Grass                    ,1,1950
2008,2.07E+14,Texas Tech                                        ,Big 12 Conference                                                          ,1,28,16,51,12,282,154,33,8,5,24,8/30/2008,Jones SBC Stadium                                                          ,Lubbock                                                                    ,TX,50000,FieldTurf                ,0,1947
2008,2.99E+14,Illinois State                                    ,MVFC/Gateway                                                               ,0,7,22,61,92,136,-2,20,7,1,10,8/30/2008,Joan Edwards Stadium                                                       ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991
2008,3.17E+14,James Madison                                     ,Colonial                                                                   ,0,7,19,84,84,12,73,2,1,1,15,8/30/2008,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2008,4.02E+14,McNeese State                                     ,Southland                                                                  ,0,14,23,43,45,116,37,16,5,1,15,8/30/2008,Kenan Stadium                                                              ,Chapel Hill                                                                ,NC,61836,Grass                    ,1,1927
2008,4.16E+14,California                                        ,Pac-12/Pac-10 Conference                                                   ,1,17,13,63,52,199,24,15,3,6,52,8/30/2008,Memorial Stadium                                                           ,Berkeley                                                                   ,CA,63000,Sportexe Momentum        ,0,1923
2008,5.03E+14,Northern Illinois                                 ,Mid-American Conference                                                    ,0,10,16,55,66,73,77,9,2,2,10,8/30/2008,Metrodome                                                                  ,Minneapolis                                                                ,MN,65000,FieldTurf                ,0,1982
2008,5.19E+14,Ohio                                              ,Mid-American Conference                                                    ,0,17,14,-55,56,87,99,16,4,3,33,8/30/2008,War Memorial Stadium                                                       ,Laramie                                                                    ,WY,33500,FieldTurf                ,0,1950
2008,5.21E+14,Oklahoma State                                    ,Big 12 Conference                                                          ,1,12,22,87,35,96,22,18,5,2,10,8/30/2008,CenturyLink Field                                                          ,Seattle                                                                    ,WA,67000,FieldTurf                ,0,2002
2008,6.47E+14,South Carolina State                              ,Mid-Eastern                                                                ,0,0,8,24,74,129,-2,15,7,3,15,8/30/2008,Bright House Networks Stadium                                              ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007
2008,6.88E+14,Northwestern                                      ,Big Ten Conference                                                         ,1,9,17,124,112,79,61,22,8,1,0,8/30/2008,Ryan Field                                                                 ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926
2008,7.11E+14,Navy                                              ,Independent                                                                ,1,21,27,266,27,6,182,4,3,5,35,8/30/2008,Navy-Marine Corps Memorial Stadium                                         ,Annapolis                                                                  ,MD,35000,FieldTurf                ,0,1959
2008,7.19E+14,Tulsa                                             ,Conference USA                                                             ,1,21,15,-2,176,186,106,11,1,2,15,8/30/2008,Legion Field                                                               ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927
2008,7.31E+14,UNLV                                              ,Mountain West Conference                                                   ,1,17,16,54,9,157,142,20,7,2,10,8/30/2008,Sam Boyd Stadium                                                           ,Las Vegas                                                                  ,NV,36800,TurfTech                 ,0,1971
2008,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,22,18,57,-4,250,122,24,9,3,14,8/30/2008,Michigan Stadium                                                           ,Ann Arbor                                                                  ,MI,107501,FieldTurf                ,0,1927
2008,7.39E+14,West Virginia                                     ,Big 12 Conference                                                          ,1,21,11,76,76,108,154,18,6,3,20,8/30/2008,Mountaineer Field                                                          ,Morgantown                                                                 ,WV,63500,FieldTurf                ,0,1980
2008,7.42E+14,East Carolina                                     ,Conference USA                                                             ,1,7,18,134,-29,61,67,8,1,0,0,8/30/2008,Bank of America Stadium                                                    ,Charlotte                                                                  ,NC,73248,Grass                    ,1,1996
2008,7.71E+14,Western Illinois                                  ,MVFC/Gateway                                                               ,0,10,22,98,14,-36,130,12,7,0,0,8/30/2008,Donald W. Reynolds Razorback Stadium                                       ,Fayetteville                                                               ,AR,72000,Sportexe PowerBlade      ,0,1938
2008,1.56E+14,Colorado                                          ,Pac-12/Pac-10 Conference                                                   ,1,21,13,20,140,153,41,15,4,3,15,8/31/2008,Folsom Field                                                               ,Boulder                                                                    ,CO,53245,Grass                    ,1,1924
2008,9.61E+13,Fresno State                                      ,Mountain West Conference                                                   ,1,0,13,37,-18,53,84,15,10,1,5,9/1/2008,High Point Solutions Stadium                                               ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2008,6.94E+14,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,1,7,11,21,76,25,147,18,7,4,20,9/1/2008,Rose Bowl                                                                  ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2008,6.48E+14,South Carolina                                    ,Southeastern Conference                                                    ,0,7,13,21,96,106,14,20,8,2,15,9/4/2008,Vanderbilt Stadium                                                         ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922
2008,7.26E+14,Navy                                              ,Independent                                                                ,0,16,31,199,57,22,186,4,2,1,5,9/5/2008,Scheumann Stadium                                                          ,Munice                                                                     ,IN,22500,FieldTurf                ,0,1967
2008,5.07E+12,Syracuse                                          ,Atlantic Coast Conference                                                  ,0,14,17,84,129,40,154,10,3,2,10,9/6/2008,Carrier Dome                                                               ,Syracuse                                                                   ,NY,49250,FieldTurf                ,0,1980
2008,9.02E+12,UAB                                               ,Conference USA                                                             ,0,17,12,62,105,139,201,22,10,3,35,9/6/2008,Lockhart Stadium                                                           ,Fort Lauderdale                                                            ,FL,20450,Grass                    ,1,1959
2008,3.10E+13,Louisiana-Monroe                                  ,Sun Belt Conference                                                        ,0,10,11,33,140,38,74,18,9,6,34,9/6/2008,War Memorial Stadium                                                       ,Little Rock                                                                ,AR,53727,FieldTurf                ,0,1948
2008,7.71E+13,Washington                                        ,Pac-12/Pac-10 Conference                                                   ,0,14,11,37,53,129,147,13,6,3,15,9/6/2008,Husky Stadium                                                              ,Seattle                                                                    ,WA,72500,FieldTurf                ,0,1920
2008,8.61E+13,Pittsburgh                                        ,Atlantic Coast Conference                                                  ,1,10,15,62,64,105,123,15,6,2,10,9/6/2008,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2008,1.40E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,0,13,19,51,79,58,159,22,5,3,25,9/6/2008,Memorial Stadium at Owen Field                                             ,Norman                                                                     ,OK,81207,Grass                    ,1,1923
2008,1.41E+14,Citadel                                           ,Southern                                                                   ,0,7,11,28,23,226,117,20,7,0,0,9/6/2008,Memorial Stadium                                                           ,Clemson                                                                    ,SC,86400,Grass                    ,1,1942
2008,2.04E+14,Eastern Michigan                                  ,Mid-American Conference                                                    ,0,7,10,63,48,51,86,13,7,0,0,9/6/2008,Spartan Stadium                                                            ,East Lansing                                                               ,MI,73000,Grass                    ,1,1923
2008,2.07E+14,Colorado                                          ,Pac-12/Pac-10 Conference                                                   ,1,7,19,66,25,136,177,18,5,2,16,9/6/2008,Folsom Field                                                               ,Boulder                                                                    ,CO,53245,Grass                    ,1,1924
2008,2.44E+14,Furman                                            ,Southern                                                                   ,0,0,9,2,13,30,35,9,4,3,15,9/6/2008,Lane Stadium                                                               ,Blacksburg                                                                 ,VA,66233,Grass                    ,1,1965
2008,2.55E+14,Boston College                                    ,Atlantic Coast Conference                                                  ,0,9,23,105,50,97,54,21,9,1,5,9/6/2008,Alumni Stadium                                                             ,Chestnut Hill                                                              ,MA,44500,FieldTurf                ,0,1957
2008,2.88E+14,Oklahoma State                                    ,Big 12 Conference                                                          ,1,14,20,145,70,122,149,15,5,2,15,9/6/2008,Boone Pickens Stadium at Lewis Field                                       ,Stillwater                                                                 ,OK,53000,AstroPlay                ,0,1920
2008,3.31E+14,Iowa State                                        ,Big 12 Conference                                                          ,1,28,23,63,108,170,142,13,1,3,10,9/6/2008,Trice Stadium                                                              ,Ames                                                                       ,IA,50000,Grass                    ,1,1975
2008,3.66E+14,Louisiana Tech                                    ,Conference USA                                                             ,0,0,15,47,-37,-7,214,22,12,1,5,9/6/2008,Memorial Stadium                                                           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921
2008,3.88E+14,Marshall                                          ,Conference USA                                                             ,0,14,14,29,63,183,151,26,12,3,15,9/6/2008,Camp Randall Stadium                                                       ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917
2008,4.14E+14,Michigan                                          ,Big Ten Conference                                                         ,1,10,17,109,43,57,127,11,5,1,5,9/6/2008,Michigan Stadium                                                           ,Ann Arbor                                                                  ,MI,107501,FieldTurf                ,0,1927
2008,4.15E+14,Florida                                           ,Southeastern Conference                                                    ,1,9,14,47,56,58,17,13,7,1,5,9/6/2008,Ben Hill Griffin Stadium at Florida Field                                  ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930
2008,4.28E+14,Bowling Green                                     ,Mid-American Conference                                                    ,0,10,14,41,60,183,79,32,12,1,15,9/6/2008,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2008,4.33E+14,Mississippi                                       ,Southeastern Conference                                                    ,0,14,10,34,28,174,106,17,4,1,5,9/6/2008,Groves Stadium                                                             ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968
2008,4.69E+14,New Hampshire                                     ,Colonial                                                                   ,1,14,13,62,-22,129,92,11,4,1,0,9/6/2008,Michie Stadium                                                             ,West Point                                                                 ,NY,40000,AstroPlay                ,0,1924
2008,5.02E+14,Northern Colorado                                 ,Big Sky                                                                    ,0,0,15,34,81,99,121,19,7,3,25,9/6/2008,Ross-Ade Stadium                                                           ,West Lafayette                                                             ,IN,68000,Grass                    ,1,1924
2008,5.03E+14,Western Michigan                                  ,Mid-American Conference                                                    ,1,14,10,39,-3,86,150,20,7,2,10,9/6/2008,Waldo Stadium                                                              ,Kalamazoo                                                                  ,MI,30200,FieldTurf                ,0,1937
2008,5.09E+14,Northwestern                                      ,Big Ten Conference                                                         ,1,14,13,52,105,143,94,16,7,1,5,9/6/2008,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2008,5.19E+14,Ohio                                              ,Mid-American Conference                                                    ,0,7,15,63,7,75,67,18,10,1,5,9/6/2008,Ohio Stadium                                                               ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922
2008,5.74E+14,Rice                                              ,Conference USA                                                             ,1,3,12,29,65,56,105,16,10,3,20,9/6/2008,Liberty Bowl                                                               ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965
2008,5.75E+14,Virginia                                          ,Atlantic Coast Conference                                                  ,1,3,16,35,26,115,64,27,9,2,10,9/6/2008,Scott Stadium                                                              ,Charlottesville                                                            ,VA,60000,Grass                    ,1,1931
2008,6.26E+14,Notre Dame                                        ,Independent                                                                ,1,7,17,-120,-1,133,151,20,9,4,28,9/6/2008,Notre Dame Stadium                                                         ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2008,6.30E+14,San Jose State                                    ,Mountain West Conference                                                   ,0,9,18,104,19,158,150,17,4,5,35,9/6/2008,Memorial Stadium                                                           ,Lincoln                                                                    ,NE,87091,FieldTurf                ,0,1923
2008,6.51E+14,South Florida                                     ,Big East Conference/American Athletic                                      ,1,10,21,74,4,132,53,15,6,3,35,9/6/2008,Bright House Networks Stadium                                              ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007
2008,6.64E+14,Southern Mississippi                              ,Conference USA                                                             ,0,0,14,21,-93,61,167,16,4,2,15,9/6/2008,Jordan-Hare Stadium                                                        ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939
2008,6.74E+14,Stanford                                          ,Pac-12/Pac-10 Conference                                                   ,0,10,14,36,48,107,250,15,5,1,15,9/6/2008,Sun Devil Stadium                                                          ,Tempe                                                                      ,AZ,71706,Grass                    ,1,1958
2008,6.97E+14,New Mexico                                        ,Mountain West Conference                                                   ,0,7,16,120,62,143,125,11,5,5,46,9/6/2008,University Stadium                                                         ,Albuquerque                                                                ,NM,40000,Grass                    ,1,1960
2008,7.00E+14,Nevada                                            ,Mountain West Conference                                                   ,0,6,21,95,73,82,123,20,3,3,25,9/6/2008,Mackay Stadium                                                             ,Reno                                                                       ,NV,31000,FieldTurf                ,0,1966
2008,7.18E+14,Tulane                                            ,Conference USA                                                             ,0,3,17,43,1,123,38,24,10,1,5,9/6/2008,Bryant-Denny Stadium                                                       ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929
2008,7.21E+14,Air Force                                         ,Mountain West Conference                                                   ,1,3,25,82,117,37,6,2,0,1,5,9/6/2008,War Memorial Stadium                                                       ,Laramie                                                                    ,WY,33500,FieldTurf                ,0,1950
2008,7.58E+14,Hawai'i                                           ,Mountain West Conference                                                   ,1,7,10,121,76,87,142,14,7,4,16,9/6/2008,Aloha Stadium                                                              ,Honolulu                                                                   ,HI,50000,FieldTurf                ,0,1975
2008,7.68E+14,West Virginia                                     ,Big 12 Conference                                                          ,0,3,16,88,71,55,142,7,3,4,20,9/6/2008,Dowdy Ficklen Stadium                                                      ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963
2008,7.72E+14,Eastern Kentucky                                  ,OVC                                                                        ,0,13,8,26,126,132,87,18,4,2,30,9/6/2008,Roy Kidd Stadium                                                           ,Richmond                                                                   ,KY,22000,Grass                    ,1,1969
2008,7.86E+14,William & Mary                                    ,Colonial                                                                   ,0,0,18,-32,12,113,122,17,8,1,15,9/6/2008,Carter Finley Stadium                                                      ,Raleigh                                                                    ,NC,56800,Grass                    ,1,1966
2008,4.57E+14,Rutgers                                           ,Big East Conference/American Athletic                                      ,0,6,14,66,28,138,115,22,8,0,0,9/11/2008,High Point Solutions Stadium                                               ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2008,6.05E+12,Alabama A&M                                       ,Southwestern                                                               ,0,10,15,-51,108,216,77,18,8,3,34,9/12/2008,Malone Stadium                                                             ,Monroe                                                                     ,LA,30427,ProPlay                  ,0,1978
2008,7.54E+14,Baylor                                            ,Big 12 Conference                                                          ,1,28,19,186,92,122,118,12,6,2,15,9/12/2008,Floyd Casey Stadium                                                        ,Waco                                                                       ,TX,50000,Prestige System          ,0,1950
2008,9.07E+12,Tennessee                                         ,Southeastern Conference                                                    ,1,14,12,6,-25,211,12,18,6,4,30,9/13/2008,Neyland Stadium                                                            ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921
2008,2.90E+13,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,0,14,12,77,112,181,59,21,10,2,15,9/13/2008,University Stadium                                                         ,Albuquerque                                                                ,NM,40000,Grass                    ,1,1960
2008,3.70E+13,Auburn                                            ,Southeastern Conference                                                    ,1,3,19,74,17,96,49,19,9,3,15,9/13/2008,Davis Wade Stadium at Scott Field                                          ,Starkville                                                                 ,MS,55082,Grass                    ,1,1914
2008,4.70E+13,Akron                                             ,Mid-American Conference                                                    ,0,10,13,52,153,65,135,26,13,1,10,9/13/2008,Rubber Bowl                                                                ,Akron                                                                      ,OH,31000,AstroPlay                ,0,1940
2008,4.80E+13,Charleston So.                                    ,Big South                                                                  ,0,13,11,38,-19,129,205,21,7,0,0,9/13/2008,Fred C. Yager Stadium                                                      ,Oxford                                                                     ,OH,30012,FieldTurf                ,0,1983
2008,1.29E+14,Ohio                                              ,Mid-American Conference                                                    ,0,14,16,95,27,122,194,13,7,0,0,9/13/2008,Peden Stadium                                                              ,Athens                                                                     ,OH,24000,FieldTurf                ,0,1929
2008,1.78E+14,Kent State                                        ,Mid-American Conference                                                    ,1,14,18,92,48,56,155,8,5,4,30,9/13/2008,Dix Stadium                                                                ,Kent                                                                       ,OH,29287,FieldTurf                ,0,1969
2008,1.96E+14,East Carolina                                     ,Conference USA                                                             ,1,7,14,95,-56,92,69,10,4,1,5,9/13/2008,Louisiana Superdome                                                        ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975
2008,2.57E+14,Georgia                                           ,Southeastern Conference                                                    ,1,3,18,48,14,106,64,17,7,2,20,9/13/2008,Williams-Brice Stadium                                                     ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934
2008,2.77E+14,Hawai'i                                           ,Mountain West Conference                                                   ,0,7,9,27,64,95,148,20,10,2,20,9/13/2008,Reser Stadium                                                              ,Corvallis                                                                  ,OR,35362,FieldTurf                ,0,1953
2008,3.11E+14,Iowa State                                        ,Big 12 Conference                                                          ,0,0,13,36,81,111,108,12,4,5,45,9/13/2008,Kinnick Stadium                                                            ,Iowa City                                                                  ,IA,70000,FieldTurf                ,0,1929
2008,4.04E+14,Memphis                                           ,Big East Conference/American Athletic                                      ,0,3,15,-50,111,145,127,21,7,4,20,9/13/2008,Joan Edwards Stadium                                                       ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991
2008,4.19E+14,Kentucky                                          ,Southeastern Conference                                                    ,1,10,16,52,80,102,212,16,8,1,5,9/13/2008,Commonwealth Stadium                                                       ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973
2008,4.40E+14,Montana State                                     ,Big Sky                                                                    ,0,13,18,75,50,155,151,19,7,2,12,9/13/2008,Metrodome                                                                  ,Minneapolis                                                                ,MN,65000,FieldTurf                ,0,1982
2008,4.65E+14,UNLV                                              ,Mountain West Conference                                                   ,1,10,13,15,68,72,230,13,4,3,25,9/13/2008,Sun Devil Stadium                                                          ,Tempe                                                                      ,AZ,71706,Grass                    ,1,1958
2008,4.90E+14,North Carolina State                              ,Atlantic Coast Conference                                                  ,0,6,20,70,77,33,216,9,5,1,5,9/13/2008,Memorial Stadium                                                           ,Clemson                                                                    ,SC,86400,Grass                    ,1,1942
2008,4.93E+14,North Dakota State                                ,MVFC/Gateway                                                               ,0,10,17,56,-43,147,55,16,5,3,20,9/13/2008,War Memorial Stadium                                                       ,Laramie                                                                    ,WY,33500,FieldTurf                ,0,1950
2008,5.74E+14,Rice                                              ,Conference USA                                                             ,0,21,17,24,111,204,55,19,4,1,5,9/13/2008,Vanderbilt Stadium                                                         ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922
2008,6.25E+14,Mississippi                                       ,Southeastern Conference                                                    ,1,20,19,102,42,213,29,16,5,1,5,9/13/2008,Vaught-Hemingway Stadium                                                   ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915
2008,6.26E+14,San Jose State                                    ,Mountain West Conference                                                   ,1,21,21,153,-23,178,86,16,3,3,10,9/13/2008,Spartan Stadium                                                            ,San Jose                                                                   ,CA,30000,Grass                    ,1,1933
2008,6.59E+14,Southern Illinois                                 ,MVFC/Gateway                                                               ,0,7,16,48,109,69,156,10,2,1,6,9/13/2008,Ryan Field                                                                 ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926
2008,6.64E+14,Arkansas State                                    ,Sun Belt Conference                                                        ,0,3,10,43,39,-3,142,14,9,5,30,9/13/2008,ASU Stadium                                                                ,Jonesboro                                                                  ,AR,30964,FieldTurf                ,0,1974
2008,6.71E+14,Illinois                                          ,Big Ten Conference                                                         ,1,17,16,101,114,146,55,18,8,2,15,9/13/2008,Memorial Stadium                                                           ,Champaign                                                                  ,IL,70000,AstroPlay                ,0,1924
2008,6.74E+14,TCU                                               ,Big 12 Conference                                                          ,1,14,24,88,131,100,29,22,9,2,10,9/13/2008,Amon Carter Stadium                                                        ,Fort Worth                                                                 ,TX,46000,Grass                    ,1,1929
2008,6.90E+14,Temple                                            ,Big East Conference/American Athletic                                      ,0,21,18,-17,47,152,93,15,2,1,10,9/13/2008,UB Stadium                                                                 ,Buffalo                                                                    ,NY,31000,Sportexe Momentum        ,0,1993
2008,7.09E+14,Toledo                                            ,Mid-American Conference                                                    ,1,14,17,94,131,37,18,7,5,2,20,9/13/2008,Rynearson Stadium                                                          ,Ypsilanti                                                                  ,MI,30200,FieldTurf                ,0,1969
2008,7.21E+14,Air Force                                         ,Mountain West Conference                                                   ,1,17,32,173,34,0,148,4,4,5,30,9/13/2008,Gerald Ford Stadium                                                        ,Dallas                                                                     ,TX,32000,A-Turf                   ,0,2000
2008,7.26E+14,Navy                                              ,Independent                                                                ,0,24,25,225,35,53,170,4,0,0,0,9/13/2008,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2008,7.74E+14,Western Michigan                                  ,Mid-American Conference                                                    ,1,14,9,-69,111,141,164,17,2,4,20,9/13/2008,Kibbie Dome                                                                ,Moscow                                                                     ,ID,15820,AstroTurf                ,0,1975
2008,7.96E+14,Fresno State                                      ,Mountain West Conference                                                   ,0,0,15,13,-12,120,113,13,4,3,20,9/13/2008,Bulldog Stadium                                                            ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2008,3.27E+14,Louisville                                        ,Big East Conference/American Athletic                                      ,1,14,21,-11,-27,156,197,23,9,2,15,9/17/2008,Papa John's Cardinal Stadium                                               ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998
2008,5.10E+13,Baylor                                            ,Big 12 Conference                                                          ,0,14,18,89,125,96,3,11,4,1,5,9/19/2008,Rentschler Field                                                           ,Hartford                                                                   ,CT,40000,Grass                    ,1,2003
2008,5.07E+12,Army                                              ,Independent                                                                ,0,0,24,47,78,29,157,6,3,4,20,9/20/2008,Michie Stadium                                                             ,West Point                                                                 ,NY,40000,AstroPlay                ,0,1924
2008,2.90E+13,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,1,17,18,96,71,119,35,11,5,2,9,9/20/2008,Rose Bowl                                                                  ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2008,4.70E+13,Indiana                                           ,Big Ten Conference                                                         ,0,20,23,138,71,89,264,11,6,1,5,9/20/2008,Memorial Stadium                                                           ,Bloomington                                                                ,IN,52000,AstroPlay                ,0,1960
2008,8.60E+13,Missouri                                          ,Southeastern Conference                                                    ,1,17,15,81,50,98,65,25,5,3,15,9/20/2008,Faurot Field                                                               ,Columbia                                                                   ,MO,62000,FieldTurf                ,0,1927
2008,9.61E+13,Fresno State                                      ,Mountain West Conference                                                   ,1,17,14,34,210,47,74,13,5,2,10,9/20/2008,Glass Bowl                                                                 ,Toledo                                                                     ,OH,26248,NexTurf                  ,0,1937
2008,1.28E+14,Boston College                                    ,Atlantic Coast Conference                                                  ,1,3,14,43,102,39,-10,20,10,4,35,9/20/2008,Alumni Stadium                                                             ,Chestnut Hill                                                              ,MA,44500,FieldTurf                ,0,1957
2008,1.29E+14,Central Michigan                                  ,Mid-American Conference                                                    ,0,10,19,81,-4,66,176,14,8,2,25,9/20/2008,Ross-Ade Stadium                                                           ,West Lafayette                                                             ,IN,68000,Grass                    ,1,1924
2008,2.04E+14,Maryland                                          ,Atlantic Coast Conference                                                  ,1,24,14,72,73,52,152,13,5,1,15,9/20/2008,Byrd Stadium                                                               ,College Park                                                               ,MD,62000,Grass                    ,1,1950
2008,2.29E+14,Minnesota                                         ,Big Ten Conference                                                         ,1,16,17,90,28,51,89,13,3,4,20,9/20/2008,Metrodome                                                                  ,Minneapolis                                                                ,MN,65000,FieldTurf                ,0,1982
2008,2.95E+14,Idaho                                             ,Independent                                                                ,0,7,12,32,153,46,5,13,6,6,47,9/20/2008,Romney Stadium                                                             ,Logan                                                                      ,UT,30257,SportsTurf               ,0,1968
